ID,hStart,h,hEnd,Text,Screenshot
0,eae3b9e6bb2cc72cd69adec28d3abc4a46aa2114000200020002000200020002,ab5816a94f948d5b54cb3b6ba9b33169b930d2d16ea6d292e6ca864b55244b92b449c63469ad2692128a000002000002000002000002000002000002000002000002000002000002,b64d116cb649c26e8b4ad968a6499928a6969a1cb44699d3b53692d27446d9d2629a2d8ac99a120252da0022d1db004a48ce814a66e94acaaae932da26684dca31266d2a884192820000000200000002000000020000000200000002000000020000000200000002000000020000000200000002000000020000000200000002,,,
1,ee2cb22c0a8a1732c6c8e4cd242adcdad0cd33d1bb1264cc1bd24bd266429102,ab4929e951318c51358d692271144684909a4aec24a2ce39e88c2b416da492509264a46e4d4e524c4e534c6a4a496d6eaaa01271540256550256b50271d5022d4402820002000002,b668a189b64c9dd1aa511ac9a64c94c9512cd40628120a02006000021110400242da861674dce95892d169a37250e8da212a04c880414112840186626302419a636cd2a6234cf2634b12f327274c9316a52449da48110022429480023d6b6002292b6802228b6802689b68022d6b68021725a002089200020000000200000002,,,
2,d22c106c948a4ad2c592c56ac862108200020002000200020002000200020002,e64921b64131ac1531cc4b225d9842126502e5bc02e59b02c7ab4272b502050a02000002000002000002000002000002000002000002000002000002000002000002000002000002,b420a189bb4cddca9b535acb835564c9532ca4060c924a020325800244ca400209dad002eb33a002eb23980268b25a02a4d9680202209002000000020000000200000002000000020000000200000002000000020000000200000002000000020000000200000002000000020000000200000002000000020000000200000002,,,
3,e2b0b33331223364e232ba2a84cb954979ba9aeed4b8d4bed2e632da34428102,e96d258ae9858a698d4a19569e53da2e63d95a5296da55d49b5536eade2acad72d8ed6682b25a6b62d2ea665386db5e66c8d7a6cd55a4ae6aa4e6e424e6e8249a402941802000002,b464d859b64e4c89cb9a9e2dc64e4e19625b41382e9b9d26a65a2d36264a5d637849880c64cd266c4d4949a946cd28e4b6a4b154e4b8b113ea9939d5b6a5b5901256ceca95a24c8c95ace9be91ac68f23737559a73324d8277084d6273b3356268b31292674ce9424b4d6802674a6802b4320002480500020000000200000002,,,
